,name,province,postalCode,categories,primaryCategories,Compound Sentiment,reviews.summary,reviews.total,popular.keywords,average.rating
2567,Residence Inn Lexington North,KY,40511,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.321,The hotel room states that the hot water is lacking and is limited so forget about taking that nice relaxing shower after a long day if more than one staying... More The RI is a cute town house looking community located between both freeways and 10min from campus.,3,"[('hotel', 3.0), ('incident', 2.0), ('management', 2.0), ('risk', 2.0), ('unit', 2.0)]",2.67
2568,Residence Inn Lexington South Hamburg Place,KY,40509,Hotel,Accommodation & Food Services,0.92235,"The breakfast was very nice and the employees do a great job of keeping dinning area clean .   I was able to get a 2 bedroom, 2 bathroom suite at a great price by calling the hotel direct.",2,"[('nice', 3.0), ('price', 3.0), ('suite', 3.0), ('bedroom', 2.0), ('clean', 2.0)]",4.5
2569,Residence Inn Macon,GA,31210,"Hotel-Apartment,  Lodging,  Hotel and Meeting Room,  Corporate Lodging,  Hotel",Accommodation & Food Services,0.5719,"According to front staff, the train horn blasts is mandated but the rooms facing the courtyard is quieter when this was mentioned during checkout. Comfortable room but the horn blasts from the train nearby is loudly heard few times especially at 2 am.",1,"[('blasts', 2.0), ('horn', 2.0), ('train', 2.0), ('called', 1.0), ('checkout', 1.0)]",4.0
2570,Residence Inn Mobile,AL,36609,"Motel,  Hotel",Accommodation & Food Services,0.6249,"Just passing an employee in the hall, we were greeted and asked if there was anything we needed. I can not say enough of the kindness and attentiveness of the entire staff of this hotel.",1,"[('adults', 1.0), ('attentiveness', 1.0), ('breakfast', 1.0), ('days', 1.0), ('employee', 1.0)]",5.0
2571,Residence Inn Naples,FL,34103,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.8207428571428571,Its near Restaurants / Shopping / Publix and more Easy Car exit and entrance. They even offered complimentary water with oranges all day to guests.,7,"[('hotel', 5.0), ('bedroom', 4.0), ('nice', 4.0), ('pool', 4.0), ('stay', 4.0)]",4.71
2572,Residence Inn Nashville Brentwood,TN,37027,"Motel,  Hotel,  Hotel & Motel",Accommodation & Food Services,0.23629999999999998,"This Brentwood location, set back from any main thoroughfares in a thriving and apparently up-scale neighborhood, proved ideal for day trips drive to each Fort Donelson and Stones River/Murfreeborough and include a morning visiting Andrew Jackson's Hermitage. But I also had some negative experiences with this hotel and I feel I have to mention both experiences as a responsive TOP TripAdvisor Contributor.",2,"[('hotel', 3.0), ('experience', 2.0), ('experiences', 2.0), ('nashville', 2.0), ('aging', 1.0)]",3.5
2573,Residence Inn Omaha Downtown/Old Market Area,NE,68102,"Bed Breakfasts,  Lodging,  Hotel,  Hotel & Motel,  Conference Convention Centers",Accommodation & Food Services,0.7561166666666667,"The rooms are clean and very modern, new (the building is an old beautiful building) and luxurious with lots of windows. This team of employees works well together to deliver great service - when vallet parking became...",6,"[('staff', 9.0), ('service', 5.0), ('desk', 4.0), ('building', 3.0), ('clean', 3.0)]",5.0
2574,Residence Inn Phoenix North Happy Valley,AZ,85085,"Motel,  Hotel & Motel,  Hotel Deer Valley,  Hotel",Accommodation & Food Services,0.98875,"The pride and dedication our hotel team takes in providing exceptional customer service to our valued guests speaks strongly to our companys core values, good service at a fair price.  The hotel is located in North Phoenix just off I-17 and with only a short drive to the 101 and 303 loops, it provides good access to the metropolitan area.",2,"[('phoenix', 4.0), ('service', 4.0), ('drive', 3.0), ('hotel', 3.0), ('inn', 3.0)]",4.5
2575,Residence Inn Phoenix North/Happy Valley,AZ,85085-2870,"Motel,  Hotel & Motel,  Hotel Deer Valley,  Hotel",Accommodation & Food Services,0.9865,"The pride and dedication our hotel team takes in providing exceptional customer service to our valued guests speaks strongly to our companys core values, good service at a fair price. This Residence Inn is kind of out of no where - it's pretty far from the center of city and has lots developments in the area.",1,"[('service', 3.0), ('inn', 2.0), ('phoenix', 2.0), ('residence', 2.0), ('price', 1.6725889529793223)]",4.0
2576,Residence Inn Portland North / Vancouver,WA,98662,"Lodging,  Motel,  Hotel,  Hotel & Motel",Accommodation & Food Services,0.6375666666666667,"Krystal was particularly attentive during the evening reception when it came to food, beverages and finding the playoff baseball game on TV. The front desk clerk was so attentive and welcoming, asking us about our day and making sure all of our needs and questions were met.",3,"[('hotel', 5.0), ('attentive', 2.0), ('evening', 2.0), ('food', 2.0), ('staff', 2.0)]",4.67
2577,Residence Inn Portland North Vancouver,WA,98662,"Motel,  Hotel & Motel,  Hotel,  Lodging",Accommodation & Food Services,0.6158,"However, the attention and caring of the staff at the Resident Inn in Vancouver, Washington reached a level that compelled me to write my first ever review. The front desk clerk was so attentive and welcoming, asking us about our day and making sure all of our needs and questions were met.",3,"[('hotel', 5.0), ('inn', 2.0), ('received', 2.0), ('residence', 2.0), ('staff', 2.0)]",5.0
2578,Residence Inn Provo,UT,84604,"Lodging,  Hotel",Accommodation & Food Services,0.8723000000000001,There was an unusual amount of staff turnover at the front desk but Cassie was there the entire time and was always friendly. Spent 6 nights in the area working and it was nice to have a retreat away from home.,2,"[('friendly', 2.0), ('nights', 2.0), ('staff', 2.0), ('time', 2.0), ('accommodations', 1.0)]",4.5
2579,Residence Inn Sacramento Airport Natomas,CA,95833,"Hotel & Motel,  Extended Stay,  Hotel",Accommodation & Food Services,0.8573666666666666,We visited a few hotels on our vacation and this one was by far the best. Serve meals and wine or beer for dinner Monday thru thurs.,3,"[('breakfast', 3.0), ('clean', 3.0), ('comfortable', 3.0), ('friendly', 2.0), ('hotels', 2.0)]",4.0
2580,Residence Inn San Diego Central,CA,92111-1303,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.99,"The staff was friendly, housekeeping was great, the grounds were well kept and constantly being worked on while we were there. Its close to beaches and San Diego attractions I would absolutely recommend this Marriott and stay here again and again.",1,"[('diego', 2.0), ('hotel', 2.0), ('review', 2.0), ('san', 2.0), ('stay', 2.0)]",5.0
2581,Residence Inn Seattle Downtown/Lake Union,WA,98109-4412,"Lodging,  Hotel",Accommodation & Food Services,0.9023313725490196,"Although not in downtown it is surprisingly close (walking distance) and from there one can take the monorail to attractions such as the space needle. We apologize that our swimming pool was feeling under the weather for a day or two, and I assure you it is back to its beautiful oasis like setting.",51,"[('hotel', 89.08751517020372), ('breakfast', 49.807906539803746), ('seattle', 42.697488356968904), ('stay', 37.0), ('lake', 36.44415137602653)]",4.18
2582,Residence Inn Springfield South,IL,62703,"Travel & Transport,  Hotel & Motel,  Hotel",Accommodation & Food Services,0.93864,Every staff person we met from our housekeeper to the front desk staff (Warren was our absolute fav!) We were in town for the Rte 66 car show and found this wonderful hotel on the Marriott website.,5,"[('staff', 9.0), ('clean', 4.0), ('helpful', 3.0), ('hotel', 3.0), ('wonderful', 3.0)]",5.0
2583,Residence Inn St. Louis Galleria,MO,63117,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.83355,"It worked out perfectly for my wife and I. We were able to park our 16 ft rental truck and travel further into St. Louis via the Metrolink. The doors in the bathroom in our room,the paint was scraped off and the floors were not the... More",2,"[('huge', 2.0), ('metrolink', 2.0), ('stayed', 2.0), ('16', 1.0), ('aware', 1.0)]",3.5
2584,Residence Inn Tysons Corner,VA,22182-2214,"Hotel & Motel,  Extended Stay,  Hotel",Accommodation & Food Services,0.9466749999999999,"really enjoyed our stay  I stayed here 6 nights and the hotel staff are great, the shuttle drivers very friendly the rooms are clean Those are the hardest days to go back to the hotel after work and not having to go out was refreshing.",4,"[('breakfast', 4.0), ('staff', 4.0), ('clean', 3.0), ('friendly', 3.0), ('hotel', 3.0)]",4.25
2585,Residence Inn by Marriott Dallas Central Expressway,TX,75231,"Hotel & Motel,  Meeting Facilities,  Hotel",Accommodation & Food Services,0.9878833333333333,"I read some other reviews and can say that while this isn't a 2014 newly built property it really is in great shape, wear and tear here and there but nothing that was really out of the ordinary from other hotels, there were no stains on the floors, no holes in walls, doors worked great, the noise outside the halls and outside were nothing bad and no weird smells!The pool was a little highly chlorinated and I think someone might have just not known how much to really put in, but it was a heated pool and the hot tub wasn't working at the time, but keep in mind that it was 40 degrees the day before and just into the mid 60's so I am sure it was just opening season. The beds were comfortable but I would recommend the hotel upgrade and replace all those little tiny rocks (pillows).I think the front desk pulls double duty for housekeeping as a few requests that we requested never happened like an extra blanket and a few towels brought to our room but I could tell the front desk staff was working their hardest so I let it slide and just dealt with it.",6,"[('stay', 9.0), ('staff', 8.623783160423582), ('hotel', 6.0), ('nice', 6.0), ('time', 5.0)]",3.33
2586,Residence Inn by Marriott Dallas Market Center,TX,75247,"Hotel & Motel,  Meeting Facilities,  Hotel",Accommodation & Food Services,0.8167875,"We are so pleased that your surgery went well and we hope you are continuing to improve every day!We hope to see you and your wonderful family in the future. The location is wonderful and once we learned the area, we found we are close to all sorts of stores and markets as well as Target, Walmart and Whole Foods.",16,"[('stay', 26.0), ('hotel', 24.769291366129544), ('experience', 16.0), ('guest', 16.0), ('time', 12.0)]",3.5
2587,Residence Inn by Marriott Memphis Southaven,MS,38671,"Lodging,  Meeting Facilities,  Hotel,  Hotel & Motel",Accommodation & Food Services,0.9148,"Rooms very comfortable, kitchen with plates and the works, nice separate wash/shower area in bathroom and living room with foldout couch!! Room was very clean - includes nice buffet style breakfast with hot items and many, many choices.",1,"[('nice', 2.0), ('bathroom', 1.0), ('breakfast', 1.0), ('buffet', 1.0), ('choices', 1.0)]",4.0
2588,Residence Inn by Marriott New York The Bronx at Metro Center Atrium,NY,10461,"Lodging,  Hotel",Accommodation & Food Services,0.0,"My family of 5 was scheduled to arrive for my nephews wedding at a nearby venue, and were immediately accommodated when we asked to check in earlier due to an impending storm. We had an exceptional experience at the Metro Atrium.",1,"[('accommodated', 1.0), ('arrive', 1.0), ('atrium', 1.0), ('check', 1.0), ('earlier', 1.0)]",5.0
2589,Richland Inn - Lewisburg,TN,37091,"Hotel & Motel,  Hotel",Accommodation & Food Services,0.5758333333333333,Fairly quiet area - off the interstate a slight distance but not out of the way with good connecting north south state highways. More Absolutely like the laminate floors in the rooms instead of carpeting.,3,"[('hotel', 3.0), ('carpeting', 2.0), ('clean', 2.0), ('quiet', 2.0), ('reservation', 2.0)]",3.0
2590,Rimrock Hotel Inc,CO,81422,"Restaurants,  Hotel,  Hotel & Motel,  American restaurants",Accommodation & Food Services,0.8507499999999999,"She is confined to a wheelchair, so we asked for an accessible room with a roll-in shower, and we were not disappointed. My wife and I stayed at the Rimrock so that we could attend a Christmas party that was also held there.",2,"[('shower', 3.0), ('rollin', 2.0), ('accessible', 1.0), ('attend', 1.0), ('bathroom', 1.0)]",5.0
2591,Rittenhouse Motor Lodge,VA,23310,"Motel,  Hotel,  Lodging",Accommodation & Food Services,0.9517,"The bed was comfortable and the internet was working great and the peaceful beauty of the property is not to be missed. The place CLEAN, beautiful grounds, and Mr. Bob couldn't have been more friendly to us.",2,"[('bob', 2.0), ('mr', 2.0), ('stay', 2.0), ('1953', 1.0), ('beautiful', 1.0)]",4.5
2592,River Hotel,IL,60601,"Hotel & Motel,  Motel,  Hotel,  Lodging",Accommodation & Food Services,0.7904033898305085," Our stay was made very memorable by the incredible view of the Chicago River this hotel provided as well as a very pleasant stay in the hotel itself. The restaurant Bella Bacino, located in the hotel lobby, had an amazing kale salad and a lighter Italian pizza that was also very good.",59,"[('hotel', 89.0), ('river', 60.0), ('staff', 39.0), ('chicago', 37.60463953463576), ('location', 36.0)]",4.27
2593,River Hotel,IL,60601-3756,"Hotel & Motel,  Motel,  Hotel,  Lodging",Accommodation & Food Services,0.7568857142857143,"This was purely business so I wanted to minimize my stress by staying at (or near) the conference location by being able to fly in, then shuttle to from O'Hare airport and yet have plenty of dining options within walking distance of the hotel. I took the elevator down, crossed the lobby, took another elevator up to the conference (the two elevators - activated only by your room key card - ensured that the guest rooms were secure from being accessed by non guests).",56,"[('hotel', 124.52897781677117), ('river', 47.66733711779916), ('chicago', 45.163878550520465), ('location', 42.0), ('staff', 40.535918952757896)]",4.05
2594,River Rock Hotel,AR,72653,"Hotel & Motel,  Hotel & Motel reservations,  Hotel",Accommodation & Food Services,-0.2023,"This is a large MOTEL with a restaurant, yet there is no ice Check in procedure was awkward with receipt only offered via text or...MoreGark K- Thank you for taking the time to review us on Trip Advisor. I can understand a small mom and pop not having an ice machine, yet most offer ice from their freezer.",1,"[('ice', 5.0), ('apologize', 2.0), ('machine', 2.0), ('offered', 2.0), ('advisor', 1.0)]",3.0
