,Hotel Name,Province,Postal,Category,SubCategory,Compound Sentiment,Review Summary,Total Reviews,Popular Keywords,Average Rating
1617,SpringHill Suites Las Vegas Convention Center,NV,89109-1220,"Hotels,Hotels Motels,Hotel",Accommodation & Food Services,0.9968,Rena is well respected for her outstanding customer service and I'll be sure she is aware that you mentioned her in your review. I will also be sure to let Housekeeping know how happy you were with your room cleanliness and the clean public space.,1,"[('rena', 0.24743582965269675), ('service', 0.24743582965269675), ('thank', 0.24743582965269675), ('delicious', 0.1649572197684645), ('happy', 0.1649572197684645)]",5.0
1618,SpringHill Suites Los Angeles LAX/Manhattan Beach,CA,90250,"Hotel,Hotels",Accommodation & Food Services,0.9912,"Room was clean, linens were fresh, bed was comfortable, water was hot (taste great too), front desk folks were nice, breakfast was good, internet was fast, room ac worked great, smell was nice. Very nice hotel for temporary stay with big size suites of bed and canape which 6 can sleep in.",4,"[('hotel', 0.6154269401675001), ('room', 0.5634284353585483), ('bed', 0.47731815428408153), ('nice', 0.4431090212229335), ('booked', 0.3891948533472126)]",4.75
1619,SpringHill Suites Naples,FL,34117,"Hotel,Resort,Hotels & Motels",Accommodation & Food Services,0.999,"Nice location in a newer area (Eastside of Naples, just off I-75) that was quiet and surprisingly clean and comfortable. Cordial staff, very clean and complimentary breakfast was real food!",6,"[('room', 0.8101911564040833), ('nice', 0.7109107513937071), ('clean', 0.66634559919747), ('great', 0.5556495644029583), ('comfortable', 0.5333197591485371)]",4.67
1620,SpringHill Suites Norfolk Old Dominion University,VA,23508,"Hotels,Hotel",Accommodation & Food Services,0.9296,Upon check in we were told that even though we had prepaid our room or so we thought that Old Dominion SpringHill Suites didn't actually charge us. We stayed at the SpringHill Suite Norfolk Old Dominion University for our daughter's graduation.,2,"[('dominion', 0.3563130098907151), ('old', 0.3563130098907151), ('springhill', 0.3563130098907151), ('separate', 0.340471803614065), ('suite', 0.24788406680642966)]",3.0
1621,SpringHill Suites Paso Robles Atascadero,CA,93422,"Hotel,Hotels Motels,Hotels,Lodging,Motels",Accommodation & Food Services,0.9665,"I did a road trip with my significant other along the California coast. We started in San Francisco, spent the night in Monterey.",1,"[('great', 0.45226701686664544), ('night', 0.30151134457776363), ('san', 0.30151134457776363), ('45', 0.15075567228888181), ('atascadero', 0.15075567228888181)]",5.0
1622,SpringHill Suites Phoenix Chandler/Fashion Center,AZ,85226-3194,"Hotel,Hotels-Apartment,Corporate Lodging,Hotels,Lodging,Motels",Accommodation & Food Services,0.7184,"We had a minor issue with our toilet, the staff was very attentive to our issue and worked to resolve our problem timely. I was satisfied with my stay at this property on August 13, 2015.  ",2,"[('issue', 0.5345224838248488), ('13', 0.408248290463863), ('2015', 0.408248290463863), ('august', 0.408248290463863), ('property', 0.408248290463863)]",5.0
1623,SpringHill Suites San Diego Rancho Bernardo/Scripps Poway,CA,92131-5155,"Hotels,Hotel Northeastern San Diego,Hotels Motels,Hotel",Accommodation & Food Services,0.9919,"Breakfast was very ordinary , Juice machine was not working and staff had hard time keeping up with the refilling food stuff that were being consumed by the hotel guests. Dear Sdtourist,Thank you for taking the time to review your stay, we do our best to execute exceptional customer service and we clearly did not during your stay.",2,"[('service', 0.5544432113097071), ('stay', 0.3688768399645724), ('thank', 0.3688768399645724), ('time', 0.3688768399645724), ('room', 0.36774888860172383)]",4.0
1624,SpringHill Suites by Marriott Norfolk Virginia Beach,VA,23502,"Hotel,Hotels",Accommodation & Food Services,1.0,"Overall our local get away was a much needed break from real life and this hotel provided the perfect space to relax, feel comfortable and enjoy the weekend.   The only complaint I had about that was there was no change machine in the laundry room, so I had to make a trip downstairs for that.",46,"[('hotel', 3.3371414185242116), ('room', 3.022817613716354), ('staff', 2.864125211027207), ('great', 2.7218762429208874), ('breakfast', 2.5550506577930086)]",4.22
1625,SpringHill Suites by Marriott Virginia Beach Oceanfront,VA,23451,"Hotel,Hotels Motels,Meeting Facilities",Accommodation & Food Services,0.9991,"Arrived early gave phone number and they called when room was ready 2 hours before check in.  Bad: Problem, Booking.com did not get me the best price on my room..... WHY.",21,"[('breakfast', 2.4693940351053363), ('good', 2.4370410814325134), ('staff', 1.8288001014767854), ('bad', 1.7759162482557118), ('room', 1.5843029779359794)]",4.14
1626,Springhill Suites Cincinnati Midtown,OH,45202,"Hotels and motels,Hotel and motel reservations,Hotels Motels,Hotel,Hotel Walnut Hills",Accommodation & Food Services,0.4559,"I was concerned about it being noisy because of how close it was to the road but the glass in our room was sound proof! Had to make a last minute reservation to be in Cincinnati, Ohio overnight for an emergency.",1,"[('cincinnati', 0.34299717028501764), ('close', 0.34299717028501764), ('proof', 0.34299717028501764), ('sound', 0.34299717028501764), ('booked', 0.17149858514250882)]",5.0
1627,Springhill Suites Pensacola,FL,32504,"Hotels,Lodging,Motels,Hotels and motels,Hotel and motel reservations,Hotel",Accommodation & Food Services,0.9932,My family and I just finished a stay at the Springhill Suites by Marriott on Pensacola Beach and it was great. Honestly one of the reasons it was so great was because of one of the bartenders named Crystal.,2,"[('great', 0.39999999999999997), ('hotel', 0.3287979746107146), ('nice', 0.3287979746107146), ('stayed', 0.3287979746107146), ('ve', 0.3287979746107146)]",5.0
1628,St George Motor Inn,CA,91356,"Hotels and motels,Hotel and motel reservations,Hotel,Motels,Hotels,Lodging,Banquet Halls & Reception Facilities",Accommodation & Food Services,0.7972,In the parking lot I was past by a homeless person that was really high on drugs and said some rude things to me. They have the basic dark walls and dark bedspread and really old bathroom.,2,"[('person', 0.40390664032493767), ('basic', 0.33095744215469874), ('dark', 0.33095744215469874), ('need', 0.33095744215469874), ('old', 0.33095744215469874)]",2.5
1629,Stage Stop Hotel,CO,81073,"Hotels,Lodging,Motels,Corporate Lodging,Hotel",Accommodation & Food Services,-0.5267,"The hotel is an old stage stop that was converted a very long time ago, the updates were also done a very long time ago, although not long enough to reinforce the... More I think we were the only guests, each taking a single room, with a queen size bed.",1,"[('long', 0.45226701686664544), ('ago', 0.30151134457776363), ('hotel', 0.30151134457776363), ('stage', 0.30151134457776363), ('stop', 0.30151134457776363)]",3.0
1630,Staybridge Suites Chantilly Dulles Airport,VA,20151,"Hotels,Hotel, Conference Room, and Meeting Room,Hotels and motels,Hotel",Accommodation & Food Services,0.9966,"The complimentary guest laundry was an added bonus (bring your own soap or buy in the pantry next to front desk). We had a king suite with separate bedroom and it was contemporary, comfortable and well-appointed.",5,"[('hotel', 0.6009260956503379), ('felt', 0.4278647465405168), ('breakfast', 0.42456618175324234), ('stayed', 0.3892009158979552), ('suite', 0.38210150196743337)]",4.0
1631,Staybridge Suites El Paso Airport Area,TX,79915,"Hotels and motels,Budget Hotels,Lodging,Extended Stay,Family-Friendly Hotels,Weekend Getaway Hotels,Conference Room,Tourist Hotels,Meeting Room,Hotels & Motels,Hotel,Beach Hotels,Business Hotels",Accommodation & Food Services,0.9824,"This hotel really is a Home away from Home, and they like to make you feel special. Everyone always goes above and beyond, to make sure you have an excellent stay.",1,"[('home', 0.3244428422615251), ('make', 0.3244428422615251), ('stay', 0.3244428422615251), ('absolutely', 0.16222142113076254), ('amazing', 0.16222142113076254)]",5.0
1632,Staybridge Suites Indianapolis-Carmel,IN,46280,"Hotel,Conference Room,Meeting Room,Hotels and motels,Hotels",Accommodation & Food Services,0.9897,"We swam, played games, and then watched a movie in the home theatre, which is an awesome touch that the hotel offers for free. The hotel staff, especially Seth and the late evening/night clerk were extremely nice, and accommodating.",3,"[('room', 0.5780018162737779), ('hotel', 0.44107472987902313), ('nice', 0.4208117190402824), ('30', 0.38847310815568387), ('mary', 0.38847310815568387)]",4.33
1633,Staybridge Suites Lincoln Northeast,NE,68505,"Hotel & Motel Reservations,Budget Hotels,Corporate Lodging,Lodging,Accommodations & Lodging,Family-friendly Hotels,Motels,Accommodation Reservations,Hotels,Extended Stay,Weekend Getaway Hotels,Tourist Hotels,Conference Room,Hotels Motels,Meeting Room,Hotels & Motels,Beach Hotels,Business Hotels,Hotel",Accommodation & Food Services,0.9706,More  I stayed a Staybridge Suites Lincoln North for a month while my new house was being completed. That is a long time to be in a hotel with two dogs who are used to having their own backyard.,2,"[('hotel', 0.4388446746125029), ('dogs', 0.29522635341884806), ('place', 0.29522635341884806), ('stay', 0.29522635341884806), ('asked', 0.21307979940144717)]",4.5
1634,Staybridge Suites Omaha 80th And Dodge,NE,68114,"Hotel and motel consultants,Hotels and motels,Budget Hotels,Travel and Tourism,Corporate Lodging,Lodging,Hotel, Conference Room, and Meeting Room Central Omaha,Banquet Halls & Reception Facilities,Luxury Hotels,Family-friendly Hotels,Bed and Breakfast,Motels,Hotels,Extended Stay,Hotel and motel reservations,Hotels and Lodging,Weekend Getaway Hotels,Tourist Hotels,Hotels Motels,Beach Hotels,Business Hotels,Hotel",Accommodation & Food Services,-0.6124,and they didn't even apologize..front desk supervisor was totally rude..tours me... More i had the comeback at home with out money for a error on the front desk staff ..,1,"[('cash', 0.3651483716701107), ('desk', 0.3651483716701107), ('home', 0.3651483716701107), ('apologize', 0.18257418583505536), ('block', 0.18257418583505536)]",4.0
1635,Staybridge Suites Rockford,IL,61107,"Hotels,Hotels and motels,Hotel and motel reservations,Conference Room,Meeting Room,Hotel",Accommodation & Food Services,0.9931,The hotel is also located in a good place in walking distance of plenty of restaurants and a Starbucks. With drinks and a snack meal available I was able to relax without having to sit in another restaurant.,3,"[('wedding', 0.6059326486050325), ('hotel', 0.4034160721322522), ('arrived', 0.35830558692108977), ('bob', 0.35830558692108977), ('family', 0.30296632430251624)]",4.67
1636,Sterling Gardens Hotel,NV,89101-5108,"Hotels,Hotels Motels,Motels,Hotel",Accommodation & Food Services,0.974,"Large tiled floors with some recycled furnishings from a popular strip hotel. Save your self the resort fees, stay here and eat you way around Vegas!!",1,"[('bad', 0.375), ('strip', 0.375), ('hotel', 0.25), ('room', 0.25), ('stay', 0.25)]",4.0
1637,Stonebrook Lodge,NC,28719,"Hotels,Resorts,Hotels and motels,Tourist information services,Lodging,Hotels Motels,Luxury Hotels,Motels,Attractions,Hotels & Motels,Hotel",Accommodation & Food Services,0.9947,"Note: website was showing sold out but we... More  Stopped on way home from Hilton Head - location directly across from casino. Room was clean, wifi slow, bed cheap, breakfast adequate continental plus a waffle maker.",2,"[('casino', 0.2790146576753657), ('clean', 0.2790146576753657), ('friendly', 0.2790146576753657), ('area', 0.19795681391822278), ('asset', 0.19795681391822278)]",4.5
1638,Stonersville Hotel,PA,19508,"Hotels and motels,Hotel and motel reservations,Restaurants,Hotels Motels,Lodging,Motels,Restaurant,Hotel,Hotels,Birdsboro Restaurants",Accommodation & Food Services,0.9485,"Every time we come here, we always enjoy a nice comfortable meal and our server, Bobbie, who always makes great recommendations. Burgers, sandwiches, fish and salads.",1,"[('bobbie', 0.24253562503633297), ('burgers', 0.24253562503633297), ('come', 0.24253562503633297), ('comfortable', 0.24253562503633297), ('enjoy', 0.24253562503633297)]",4.0
1639,Suburban Extended Stay,FL,33810,"Hotels,Lodging,Hotels-Apartment,Hotel",Accommodation & Food Services,-0.1406,Tub also leaked from wall pipe and staff blamed us for the damage nothing but crack heads living there and drug busts all night you would like to meet a Polk county sheriff's stay here then there there most nights,1,"[('blamed', 0.22360679774997896), ('busts', 0.22360679774997896), ('county', 0.22360679774997896), ('crack', 0.22360679774997896), ('damage', 0.22360679774997896)]",2.0
1640,Suburban Extended Stay Hotel,FL,33966,"Hotel,Apartments,Hotels and motels,Hotels",Accommodation & Food Services,0.9849,I mentioned it to the front desk on check out and they seemed surprised even though many comments state the same thing.  Room and hotel was better than expected and employees could have not been more friendly!!!  ,3,"[('room', 0.7242914969912628), ('hotel', 0.5368948105499843), ('water', 0.4928082452684893), ('friendly', 0.487989049606262), ('better', 0.45954803293870056)]",4.0
1641,Suburban Extended Stay Hotel,TX,77642,"Hotels,Lodging,Hotels-Apartment,Hotel",Accommodation & Food Services,0.9273,"Enjoyed the fact that I could use the kitchenette with the room when not wanting to go out to eat all the time when I stayed for a few days. Enjoy the atmosphere, the staff, and everything around the city there in Port Arthur.",1,"[('stay', 0.3922322702763681), ('area', 0.19611613513818404), ('arthur', 0.19611613513818404), ('atmosphere', 0.19611613513818404), ('city', 0.19611613513818404)]",5.0
